trial0 , 39.0
trial1 , 45.0
trial2 , 13.0
trial3 , 15.0
trial4 , 14.0
trial5 , 15.0
trial6 , 13.0
trial7 , 13.0
trial8 , 12.0
trial9 , 12.0
trial10 , 13.0
trial11 , 13.0
trial12 , 15.0
trial13 , 12.0
trial14 , 15.0
trial15 , 12.0
trial16 , 12.0
trial17 , 12.0
trial18 , 12.0
trial19 , 12.0
trial0 , 69.0
trial1 , 70.0
trial2 , 9.0
trial3 , 8.0
trial4 , 9.0
trial5 , 9.0
trial6 , 9.0
trial7 , 9.0
trial8 , 9.0
trial9 , 9.0
trial10 , 8.0
trial11 , 9.0
trial12 , 9.0
trial13 , 9.0
trial14 , 8.0
trial15 , 9.0
trial16 , 9.0
trial17 , 8.0
trial18 , 9.0
trial19 , 16.0
